2455.11	0.39311	0.113658	0.493232	178.994
2454.83	0.344536	0.168826	0.486638	178.976
2454.7	0.303147	0.195108	0.501745	178.967
2454.64	0.289867	0.205901	0.504232	178.963
2454.59	0.28147	0.213132	0.505398	178.961
2454.56	0.27514	0.218713	0.506147	178.958
2454.53	0.270354	0.223118	0.506528	178.957
2454.5	0.266739	0.226578	0.506683	178.955
2454.48	0.264019	0.229264	0.506718	178.954
2454.46	0.261981	0.231323	0.506696	178.952
2454.45	0.260462	0.232885	0.506653	178.951
2454.43	0.259335	0.234059	0.506606	178.95
2454.42	0.258501	0.234936	0.506563	178.95
2454.41	0.257886	0.235587	0.506528	178.949
2454.4	0.257433	0.236067	0.506499	178.948
2454.39	0.257102	0.236421	0.506477	178.947
2454.38	0.256859	0.236681	0.506461	178.947
2454.37	0.256681	0.236871	0.506449	178.946
2454.36	0.256551	0.237009	0.50644	178.946
2454.35	0.256457	0.23711	0.506434	178.945
2454.34	0.256388	0.237183	0.506429	178.944
2454.33	0.256338	0.237236	0.506426	178.944
2454.32	0.256302	0.237274	0.506425	178.943
2454.31	0.256276	0.237301	0.506424	178.943
2454.31	0.256257	0.23732	0.506423	178.942
2454.3	0.256243	0.237333	0.506423	178.942
2454.29	0.256234	0.237343	0.506424	178.941
2454.28	0.256227	0.237349	0.506424	178.941
2454.27	0.256223	0.237353	0.506425	178.94
2454.27	0.25622	0.237355	0.506425	178.94
2454.26	0.256218	0.237356	0.506426	178.939
2454.25	0.256216	0.237356	0.506427	178.939
2454.24	0.256216	0.237356	0.506428	178.938
2454.24	0.256216	0.237356	0.506429	178.938
2454.23	0.256216	0.237355	0.50643	178.937
2454.23	0.256216	0.237353	0.506431	178.937
2454.22	0.256216	0.237352	0.506432	178.937
2454.21	0.256217	0.237351	0.506432	178.936
2454.21	0.256217	0.23735	0.506433	178.936
2454.2	0.256218	0.237349	0.506434	178.936
2454.2	0.256218	0.237347	0.506435	178.935
2454.2	0.256219	0.237346	0.506435	178.935
2454.19	0.256219	0.237345	0.506436	178.935
2454.19	0.256219	0.237344	0.506436	178.935
2454.19	0.25622	0.237344	0.506437	178.934
2454.18	0.25622	0.237343	0.506437	178.934
2454.18	0.25622	0.237342	0.506437	178.934
2454.18	0.256221	0.237342	0.506438	178.934
2454.18	0.256221	0.237342	0.506438	178.934
2454.18	0.256221	0.237341	0.506438	178.934
2454.83	0.344536	0.168826	0.486638	178.976
2454.75	0.316778	0.185154	0.498068	178.971
2454.67	0.295765	0.199621	0.504614	178.966
2454.62	0.286961	0.208051	0.504988	178.963
2454.58	0.279772	0.214465	0.505763	178.96
2454.55	0.274096	0.219599	0.506305	178.958
2454.52	0.26969	0.22372	0.50659	178.956
2454.5	0.266307	0.226989	0.506704	178.955
2454.48	0.263734	0.229545	0.506722	178.953
2454.46	0.261791	0.231515	0.506694	178.952
2454.45	0.260335	0.233016	0.506649	178.951
2454.43	0.259248	0.234149	0.506602	178.95
2454.42	0.258442	0.234998	0.50656	178.95
2454.41	0.257846	0.235629	0.506525	178.949
2454.4	0.257406	0.236096	0.506497	178.948
2454.39	0.257083	0.236441	0.506476	178.947
2454.38	0.256846	0.236694	0.50646	178.947
2454.37	0.256672	0.23688	0.506448	178.946
2454.36	0.256545	0.237015	0.506439	178.946
2454.35	0.256452	0.237114	0.506433	178.945
2454.34	0.256385	0.237186	0.506429	178.944
2454.33	0.256336	0.237238	0.506426	178.944
2454.32	0.2563	0.237275	0.506425	178.943
2454.31	0.256275	0.237302	0.506424	178.943
2454.3	0.256256	0.23732	0.506423	178.942
2454.3	0.256243	0.237334	0.506423	178.942
2454.29	0.256234	0.237343	0.506424	178.941
2454.28	0.256227	0.237349	0.506424	178.941
2454.27	0.256223	0.237353	0.506425	178.94
2454.27	0.25622	0.237355	0.506426	178.94
2454.26	0.256218	0.237356	0.506426	178.939
2454.25	0.256216	0.237356	0.506427	178.939
2454.24	0.256216	0.237356	0.506428	178.938
2454.24	0.256216	0.237355	0.506429	178.938
2454.23	0.256216	0.237354	0.50643	178.937
2454.22	0.256216	0.237353	0.506431	178.937
2454.22	0.256216	0.237352	0.506432	178.937
2454.21	0.256217	0.237351	0.506432	178.936
2454.21	0.256217	0.23735	0.506433	178.936
